id;testId;query
397;27;В первой фазе менструального цикла
398;27;Во второй фазе менструального цикла
399;27;Циркадный ритм секреции характерен
400;27;Цирхоральный ритм секреции характерен
401;27;Зрелость фолликула можно определить
402;28;Артериальная гипертензия может быть заподозрена по следующим клиническим признакам и проявлениям:
403;28;Основным признаком нефрогенной гипертензии является:
404;28;Эндокринная гипертензия с дефицитом гормональной продукции является:
405;28;Гипертензия при коарктации аорты развивается вследствие:
406;28;Повышение артериального давления при феохромоцитоме и парананглиомах имеет характер:
407;28;Основным гемодинамическим признаком коарктации грудного отдела аорты является:
408;28;Вазоренальная гипертензия развивается вследствие:
409;28;Снижение уровня АД при асимметрии АД на правой и левой руках до нормальных цифр опасно в плане:
410;28;Абсолютным диагностическим критерием артериальной гипертензии при феохромоцитоме является:
411;28;Гормоном с высокой прессорной активностью является:
412;28;В пульмонологической практике препаратами, вызывающими развитие артериальной гипертензии, являются:
413;28;При лечении хронических артритов развитие артериальной гипертензии может вызвать:
414;29;Для холеры характерно сочетание симптомов:
415;29;Генерализованную форму сальмонеллеза от локализованной отличают симптомы:
416;29;Для гастроинтестинальной формы иерсиниоза характерны симптомы:
417;29;Укажите, какие варианты продромального периода встречаются при гепатите В:
418;29;Укажите причину кишечного кровотечения при брюшном тифе:
419;29;Цитолиз печеночных клеток при вирусных гепатитах отражают следующие биохимические тесты:
420;29;Какие ферменты отражают холестаз при вирусных гепатитах?
421;29;Какое звено патогенеза определяет тяжесть течения холеры?
422;29;Какие серологические маркеры характерны для гепатита А в остром периоде болезни?
423;29;Какой из серологических маркеров не характерен для гепатита В?
424;30;Антисептиками группы окислителей являются: а) хлоргексидина биглюконат; б) калия перманганат; в) перекись водорода; г) диоксидин; д) йодопирон. Выберите правильную комбинацию ответов:
425;30;Антисептиками, относящимися к группе галогенов и галогенсодержащих соединений, являются: а) калия перманганат; б) гипохлорит натрия; в) диоксидин; г) повидонйод; д) йодонат. Выберите правильную комбинацию ответов:
426;30;Какие методы относятся к физической антисептике? а) ультразвуковая кавитация раны; б) антибиотико-новокаиновая блокада гнойно-воспалительного очага; в) вакуумная аспирация; г) обработка ран раствором эффективного антисептика; д) использование лазерного излучения. Выберите правильную комбинацию ответов:
427;30;Пути эндогенной контаминации ран: а) через нестерильный хирургический инструментарий; б) проникновение непосредственно из полого органа; в) через руки медицинского персонала; г) через бактериально контаминированный экссудат брюшной полости; д) с током лимфы или крови из гнойно-воспалительного очага. Выберите правильную комбинацию ответов:
428;30;Что из перечисленного относится к методам профилактики контактного пути распространения микрофлоры? а) стерилизация белья; б) стерилизация инструментов; в) стерилизация шовного материала; г) обработка рук хирурга; д) обработка операционного поля. Выберите правильную комбинацию ответов:
429;30;Действие протеолитических ферментов при гнойных процессах заключается в: а) лизисе некротизированных тканей; б) повышении свертываемости крови; в) фибринолизе; г) по-тенцировании действия антибиотиков; д) антибактериальном действии; е) противовоспалительном действии. Выберите пра-вильную комбинацию ответов:
430;30;К экзогенным источникам контаминации операционных ран относятся:  а) бактериально  контаминированный  экссудат брюшной полости; б) бактерионосительство среди медицинского персонала; в) несанированные очаги хронической инфекции у больного; г) микробная загрязненность рук хирургов и инструментария; д) микробная загрязненность воздуха операционных залов, палат и перевязочных; е) бактериальная контаминация кишечника. Выберите правильную комбинацию ответов:
431;30;Организационные мероприятия асептики включают: а) использование одноразового белья, шовного материала, инструментария; б) дезинфекцию рук персонала перед каждым кон-тактом с больным и после него; в) выявление и санацию бактерионосителей в стационаре; г) первичную хирургическую обработку ран; д) применение антибиотиков; е) обработку опе-рационных ран эффективным антисептиком. Выберите правильную комбинацию ответов:
432;30;К эфирным анестетикам относятся: а) лидокаин; б) дикаин; в) кокаин; г) тримекаин; д) меркаин; е) новокаин. Выберите правильную комбинацию ответов:
433;30;Для амидных анестетиков характерно: а) быстрое гидролитическое разрушение в тканях; б) продолжительность эффективной регионарной анестезии при однократном введении в ткани; в) допустимость повторного введения значительных доз препарата для продления анестезии; г) практически не вызывают аллергических реакций в максимально допустимых дозах; д) выводятся из организма в неизмененном виде или под-вергаются частичному разрушению в печени. Выберите правильную комбинацию ответов:
434;30;Для эфирных анестетиков характерно: а) быстрое гидролитическое разрушение в тканях; б) продолжительность эффективной регионарной анестезии при однократном введении в ткани; в) допустимость повторного введения значительных доз препарата для продления анестезии; г) практически не вызывают аллергических реакций в максимально допустимых дозах; д) выводятся из организма в неизмененном виде или под-вергаются частичному разрушению в печени. Выберите правильную комбинацию ответов:
435;30;Какие из перечисленных видов местного обезболивания относятся к проводниковой анестезии? а) футлярная анестезия; б) анестезия по Оберсту-Лукашевичу; в) паранефральная бло-када; г) блокады нервных сплетений и стволов; д) перидуральная анестезия; е) анестезия по Брауну; ж) терминальная анестезия. Выберите правильную комбинацию ответов:
436;31;Назовите основные методы изучения заболеваемости населения:
437;31;К показателям заболеваемости относятся все перечисленные показатели, кроме:
438;31;Что характеризует показатель общей заболеваемости?
439;31;Назовите данные, необходимые для расчета первичной заболеваемости:
440;31;Назовите данные, необходимые для расчета общей заболеваемости:
441;31;Какой документ используют для изучения заболеваемости по обращаемости?
442;31;Назовите данные, необходимые для расчета патологической пораженности:
443;31;Назовите данные, необходимые для расчета структуры заболеваемости:
444;31;Какой документ используют при статистической разработке заболеваемости?
445;31;Какой документ используют для изучения инфекционной заболеваемости?
446;31;Какой документ используют для изучения заболеваемости злокачественными новообразованиями?
447;31;Назовите основные направления демографии:
448;32;Глотка расположена:
449;32;Перечислите отделы глотки:
450;32;Укажите миндалины, расположенные в носоглотке:
451;32;Перечислите миндалины, образующие лимфаденоидное глоточное кольцо Вальдеера-Пирогова:
452;32;Анатомические образования, с которыми латерально граничит глотка:
453;32;Выберите из указанных нозологических форм банальные ангины:
454;32;Перечислите ангины при заболеваниях крови:
455;32;Укажите возможные осложнения ангин:
456;32;Перечислите типичные признаки катаральной ангины:
457;32;Перечислите симптомы, характерные для фолликулярной ангины:
458;32;Перечислите симптомы, характерные для дифтерии глотки:
459;32;Какие из указанных симптомов характерны для фарингита?
460;33;Основные структурные оболочки глазного яблока:
461;33;Переднезадний размер глазного яблока при эмметропии в среднем равен:
462;33;"Слабое" место в переднем отрезке глазного яблока при его контузиях:
463;33;Толщина роговицы от центра к периферии:
464;33;Наиболее тонкая часть склеры в заднем отрезке глазного яблока:
465;33;Функция роговицы:
466;33;Функция склеры:
467;33;Функция ресничного тела:
468;33;Функция радужки:
469;33;Функция хориоидеи:
470;33;Функция сетчатки:
471;33;Функция хрусталика:
472;33;Преломляющая сила роговицы:
473;34;Этиология - это:
474;34;Реакции организма, возникающие при гипотермии в фазу компенсации: а) спазм периферических сосудов; б) расширение периферических сосудов; в) увеличение гликогенолиза в печени; г) увеличение потоотделения; д) мышечная дрожь (озноб).
475;34;Для первых 6 часов острой лучевой болезни у взрослого, однократно тотально облученного в дозе 2-6 Гр, характерны: а) тошнота, рвота; б) лимфоцитопения; в) нейтрофильный лейкоцитоз; г) кровоточивость; д) эритема; е) анемия.
476;34;Чувствительность органа (ткани) к ионизирующей радиации повышается: а) при гипоксии; б) при дефиците витамина Е; в) в процессе регенерации ткани; г) в присутствии цитостатических препаратов; д) при гипертермии; е) при избытке кислорода.
477;34;Главная мишень в клетке при действии на нее ионизирующей радиации:
478;34;Радиационному повреждению клеток способствуют: а) повышение содержания кислорода в крови; б) понижение содержания кислорода в крови; в) недостаток витамина Е; г) высокая митотическая активность; д) низкая митотическая активность.
479;34;Механизмы повреждения клетки: а) повышение сопряженности окислительного фосфорилирования; б) повышение активности ферментов системы репарации ДНК; в) усиление свободнорадикального окисления липидов; г) выход лизосомальных ферментов в гиалоплазму; д) экспрессия онкогена.
480;34;Ферменты антимутационной системы клетки: а) рестриктаза; б) гистаминаза; в) гиалуронидаза; г) ДНК-полимераза; д) креа-тинфосфаткиназа; е) лигаза.
481;34;Увеличение содержания свободного ионизированного кальция в клетке сопровождается: а) активацией фосфолипазы А2; б) инактивацией фосфолипазы С; в) активацией перекисиого окисления липидов; г) гиперполяризацией цитоплазматической мембраны; д) увеличением выхода К из клетки; е) гипергидратацией клетки.
482;34;Последствия выраженного ацидоза при ишемическом повреждении кардиомиоцитов: а) 4-Са++ - транспортирующей функции саркоплазматического ретукулума; б) активация Na+/K+-АТФ-азы; в) инактивация лизосомальных протеаз и фосфолипаз; г) активация перекисного окисления липидов; д) снижение сократительной функции миофибрилл; е) активация ферментов креатинкиназной системы.
483;35;Дайте описание «лица Корвизара»:
484;35;Дайте описание «воротника Стокса»:
485;35;Дайте описание «fades nephritica»:
486;35;Дайте описание «лица Гиппократа»:
487;35;У больного имеются суточные колебания температуры тела в пределах 36,6-40,2°С. Повышению температуры предшествует сильный озноб; снижение сопровождается изнуряющим потоотделением. Укажите тип температурной кривой:
488;35;У больного отмечаются суточные колебания температуры тела в пределах 37,0-39,0°С. Укажите тип температурной кривой:
489;35;Объясните происхождение симптомов «сосудистые звездочки» и «печеночные ладони», выявляемых при общем осмотре:
490;35;Объясните происхождение койлонихий, выявляемых при общем осмотре:
491;35;Объясните происхождение гинекомастии у мужчин, выявляемой при общем осмотре:
492;35;Объясните происхождение снижения тургора кожи, выявляемого при общем осмотре:
493;35;Объясните происхождение ангулярного стоматита и трещин кожи, выявляемых при общем осмотре:
494;36;Период полувыведения лекарства - это:
495;36;Широта терапевтического действия - это:
496;36;К рецепторным средствам конкурентного действия относятся:
497;36;Функцию печени и почек следует учитывать при назначении следующих лекарственных средств:
498;36;Селективность действия лекарственного вещества зависит от:
499;36;Для кинетики насыщения характерно:
500;36;Фактор, определяющий необходимость перерасчета режима введения препарата при ХПН:
501;36;Какие препараты с большей легкостью проходят через ГЭБ?
502;36;В каком случае происходит более полное всасывание?
503;36;В понятие «пресистемный метаболизм» входит:
504;37;В классификации грыж пищеводного отверстия диафрагмы выделяют все перечисленные формы, исключая:
505;37;Причинами возникновения аксиальной грыжи являются все перечисленные,  кроме:
506;37;Клиническая картина грыжи пищеводного отверстия диафрагмы включает все  перечисленные симптомы, за исключением:
507;37;К эндоскопическим критериям аксиальной грыжи относятся все перечисленные, кроме:
508;37;К эндоскопическим признакам аксиальной грыжи относятся все перечисленные, исключая:
509;37;Источниками кровотечения при аксиальной грыже являются все перечисленные, кроме:
510;37;К осложнениям аксиальной грыжи относятся все перечисленные, кроме:
511;37;Эндоскопическими критериями эзофагита являются все перечисленные, исключая:
512;37;К эндоскопическим критериям эзофагита легкой степени относится:
513;37;К эндоскопическим критериям эзофагита средней степени относится:
514;37;К эндоскопическим критериям эзофагита тяжелой степени относятся:
515;37;К эндоскопическим критериям эзофагита легкой степени относятся все перечисленные, исключая:
516;37;К эндоскопическим критериям эзофагита средней степени относятся все перечисленные, за исключением:
517;37;К эндоскопическим критериям эзофагита тяжелой степени относятся все перечисленные, за исключением:
518;38;Понятие "родовые пути" включает
519;38;Ширина и окружность бедер доношенного плода составляют
520;38;Положение плода определяется
521;38;Позиция плода определяется
522;38;Вид плода определяется
523;38;Членорасположение плода определяется как
524;38;Укажите все возможные варианты положения плода
525;38;Членорасположение плода бывает
526;38;Вставление головки определяется
527;38;Костный таз делится
528;38;Большой родничок образуют швы
529;39;В поликлинику явилась больная с послеродовым правосторонним маститом в стадии серозного воспаления. Какое лечение нецелесообразно?
530;39;Нельзя отнести к первично-хроническому остеомиелиту:
531;39;В какие сроки на рентгенограммах появляются признаки остеопороза у больных с острым гематогенным остеомиелитом?
532;39;В какие сроки на рентгенограммах появляются линейные просветления у больных с гематогенным остеомиелитом?
533;39;В первую очередь следует искать первичный очаг воспаления при остром гематогенном остеомиелите:
534;39;Нельзя считать характерным для начального периода острого гематогенного остеомиелита:
535;39;Введение профилактической дозы противостолбнячной сыворотки не показано:
536;39;Не является характерным для картины острой фазы столбняка:
537;39;К ранним симптомам столбнячной инфекции не следует относить:
538;39;К местным признакам туберкулезного поражения тазобедренного сустава не следует относить:
539;39;Вторичное заживление раны наблюдается при заживлении через:
540;39;В какие сроки выполняется поздняя хирургическая обработка инфицированной раны?
541;39;В какие сроки выполняется отсроченная хирургическая обработка инфицированной раны?
542;39;В какие сроки осуществляют раннюю хирургическую обработку раны?
543;40;В структуре заболеваемости наибольший удельный вес составляет
544;40;Показателем средней продолжительности пребывания больного на койке является
545;40;На среднюю продолжительность пребывания больного на койке влияет
546;40;К качественным показателям деятельности стационара относятся все перечисленные, кроме
547;40;Деонтология - наука о долге врача и среднего медицинского персонала, который состоит в том, чтобы
548;40;Этические нормы врача определяются:
549;40;Отделение (группа) анестезиологии-реанимации организуется в следующих лечебных учреждениях
550;40;Палаты для реанимации и интенсивной терапии организуются в указанных ниже больницах, за исключением:
551;40;Палаты реанимации и интенсивной терапии организуются в городских больницах
552;40;Палаты реанимации и интенсивной терапии организуются в центральных районных больницах
553;40;В лечебно-профилактическом учреждении имеется хирургическое отделение для взрослых на 75 коек. Сколько должностей врачей анестезиологов-реаниматологов должно быть выделено для этой больницы?
554;40;В составе лечебно-профилактического учреждения имеется туберкулезное легочно-хирургическое отделение на 50 коек. Сколько должностей врачей анестезиологов-реаниматологов должно быть в этом отделении?
555;40;В составе лечебно-профилактического учреждения имеется ожоговое отделение на 100 коек. Сколько должностей врачей анестезиологов- реаниматологов должно быть в этом отделении?
556;40;В небольшом городе суммарная мощность отделений хирургического профиля для взрослых не превышает 70 коек. Сколько должностей врачей анестезиологов-реаниматологов может получить одна из больниц?
557;41;Везикулярное дыхание выслушивается на
558;41;При эмфиземе легких дыхание
559;41;Крепитация характерна для
560;41;Для крупозной пневмонии в разгар болезни характерен перкуторный звук
561;41;Бронхиальное дыхание выслушивается на
562;41;Амфорическое дыхание наблюдается при
563;41;Ослабление голосового дрожания характерно для
564;41;Усиление голосового дрожания типично для
565;41;Пульс  tardus, parvus характерен для
566;41;Наличие у больного положительного венного пульса характерно для
567;41;Наиболее вероятная причина значительного расширения абсолютной тупости сердца
568;41;Значительное расширение сердца влево и вниз наблюдается при дилатации
569;41;Кровохарканье чаще всего наблюдается при
570;42;Подострый тиреоидит /тиреоидит де Кервена/ является следствием:
571;42;Для клинической картины при подостром тиреоидите /тиреоидит де Кервена/ характерно:
572;42;Для подострого тиреоидита /тиреоидита де Кервена/ характерно:
573;42;Для лечения подострого тиреоидита /тиреоидита де Кервена/ используют:
574;42;В исходе подострого тиреоидита /тиреоидита де Кервена/:
575;42;В исходе аутоиммунного тиреоидита развивается:
576;42;Для диагностики аутоиммунного тиреоидита необходимо:
577;42;Наиболее оптимальной лечебной тактикой при подостром тиреоидите является:
578;42;Для субклинического гипотиреоза характерно:
579;42;Для диффузного токсического зоба характерно:
580;43;Угол Белера представляет собой:
581;43;Переломом Джонса называют:
582;43;Типичный механизм переломов костей переднего отдела стопы:
583;43;Типичный механизм перелома пяточной кости:
584;43;В трехсуставной артродез стопы включают суставы:
585;43;Наиболее частая причина посттравматического продольного плоскостопия:
586;43;Типичное смещение дистального отломка во фронтальной плоскости при переломе пяточной кости:
587;43;Разрыва сухожилия задней большеберцовой может привести к:
588;43;Типичное смещение дистального отломка в сагиттальной плоскости при переломе пяточной кости:
589;43;Положение стопы при иммобилизации перелома пяточной кости после репозиции отломков:
590;43;Аваскулярный некроз кости является типичным осложнением перелома:
591;43;При артродезе подтаранного сустава оптимальным доступом является:
592;44;Право образовательного учреждения на выдачу своим выпускникам документа государственного образца о соответствующем уровне образования возникает с момента его …
593;44;Граждане Российской Федерации имеют право на получение ___ образования на родном языке
594;44;Законодательство Российской Федерации в области образования не включает в себя …
595;44;Государственный образовательный стандарт в условиях современной системы образования по Закону Российской Федерации «Об образовании»…
596;44;В соответствии с Законом «Об образовании» Российской Федерации формой получения образования не является …
597;44;Дополнительное образование в соответствии с Законом Российской Федерации «Об образовании» предполагает …
598;44;Образование, имеющее целью подготовку работников квалифицированного труда по всем основным направлениям общественно-полезной деятельности на базе основного общего образования, является ___ образованием
599;44;Целью «Программы развития педагогического образования России на 2001-2010 годы» является …
600;44;У образовательного учреждения возникает право на образовательную деятельность с момента…
601;44;К ведущим принципам разработки содержания непрерывного педагогического образования не относится …
602;44;Общее руководство государственным или муниципальным высшим учебным заведением осуществляет ___ совет
603;44;К приоритетным задачам модернизации российского образования не относится …
604;44;Документ, защищающий права ребенка и имеющий обязательную силу для подписавших его стран, - это …
605;45;Совокупность норм обычного права мусульманских народов:
606;45;Древний орган государственного управления в Афинах:
607;45;Название официальной систематизации византийского права:
608;45;Высшая варна в Древней Индии, рожденная из уст Бога:
609;45;Система отношений личной зависимости в средневековой Европе:
610;45;Высший сословно-представительный орган во Франции:
611;45;Совет гэнро:
612;45;Форма государства в странах Древнего Востока:
613;45;Новое дворянство в Англии:
614;45;Экстраординарная магистратура в Древнеримской республике:
615;45;Институт доверительной собствености, возникший в средневековой Англии:
616;45;Закон Вагнера регулирует:
617;45;Новый курс Рузвельта:
